"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002139","GO:0002139","stereocilia coupling link","1/143","3/18511",0.0229980698596526,0.349601983190641,0.319942113446266,"MYO7A",1
"GO:0034455","GO:0034455","t-UTP complex","1/143","3/18511",0.0229980698596526,0.349601983190641,0.319942113446266,"HEATR1",1
"GO:0097513","GO:0097513","myosin II filament","1/143","3/18511",0.0229980698596526,0.349601983190641,0.319942113446266,"MYH9",1
"GO:0005826","GO:0005826","actomyosin contractile ring","1/143","4/18511",0.0305467664238447,0.349601983190641,0.319942113446266,"MYH9",1
"GO:1990745","GO:1990745","EARP complex","1/143","4/18511",0.0305467664238447,0.349601983190641,0.319942113446266,"VPS50",1
"GO:1904949","GO:1904949","ATPase complex","3/143","94/18511",0.0363591863339757,0.349601983190641,0.319942113446266,"ARID1A/INO80B/SALL2",3
"GO:0005947","GO:0005947","mitochondrial alpha-ketoglutarate dehydrogenase complex","1/143","5/18511",0.0380375435568968,0.349601983190641,0.319942113446266,"MRPS36",1
"GO:0033647","GO:0033647","host intracellular organelle","1/143","5/18511",0.0380375435568968,0.349601983190641,0.319942113446266,"SCO1",1
"GO:0033648","GO:0033648","host intracellular membrane-bounded organelle","1/143","5/18511",0.0380375435568968,0.349601983190641,0.319942113446266,"SCO1",1
"GO:0071547","GO:0071547","piP-body","1/143","5/18511",0.0380375435568968,0.349601983190641,0.319942113446266,"DDX4",1
"GO:1990393","GO:1990393","3M complex","1/143","5/18511",0.0380375435568968,0.349601983190641,0.319942113446266,"CCDC8",1
"GO:0044441","GO:0044441","ciliary part","7/143","414/18511",0.0419492376841691,0.349601983190641,0.319942113446266,"WDR35/MYO7A/KIF5A/TAS2R43/CCDC40/ODF4/DNAH9",7
"GO:0032420","GO:0032420","stereocilium","2/143","44/18511",0.0453907562939993,0.349601983190641,0.319942113446266,"ADGRV1/MYO7A",2
"GO:0001520","GO:0001520","outer dense fiber","1/143","6/18511",0.0454708425556737,0.349601983190641,0.319942113446266,"ODF4",1
"GO:0030015","GO:0030015","CCR4-NOT core complex","1/143","6/18511",0.0454708425556737,0.349601983190641,0.319942113446266,"CNOT2",1
"GO:0030062","GO:0030062","mitochondrial tricarboxylic acid cycle enzyme complex","1/143","6/18511",0.0454708425556737,0.349601983190641,0.319942113446266,"MRPS36",1
"GO:0030430","GO:0030430","host cell cytoplasm","1/143","6/18511",0.0454708425556737,0.349601983190641,0.319942113446266,"SCO1",1
"GO:0032541","GO:0032541","cortical endoplasmic reticulum","1/143","6/18511",0.0454708425556737,0.349601983190641,0.319942113446266,"ASPH",1
"GO:0033655","GO:0033655","host cell cytoplasm part","1/143","6/18511",0.0454708425556737,0.349601983190641,0.319942113446266,"SCO1",1
"GO:0045252","GO:0045252","oxoglutarate dehydrogenase complex","1/143","6/18511",0.0454708425556737,0.349601983190641,0.319942113446266,"MRPS36",1
"GO:0005796","GO:0005796","Golgi lumen","3/143","103/18511",0.0456569754166881,0.349601983190641,0.319942113446266,"MUC3A/MUC12/MUC16",3
"GO:0005930","GO:0005930","axoneme","3/143","109/18511",0.0524462856551202,0.378181541842353,0.346097011976702,"WDR35/CCDC40/DNAH9",3
"GO:0071546","GO:0071546","pi-body","1/143","7/18511",0.0528471013783997,0.378181541842353,0.346097011976702,"DDX4",1
"GO:0097014","GO:0097014","ciliary plasm","3/143","110/18511",0.053622755932871,0.378181541842353,0.346097011976702,"WDR35/CCDC40/DNAH9",3
"GO:0032421","GO:0032421","stereocilium bundle","2/143","51/18511",0.0590930922717649,0.390221501801174,0.3571155142171,"ADGRV1/MYO7A",2
"GO:0030991","GO:0030991","intraciliary transport particle A","1/143","8/18511",0.0601667546697363,0.390221501801174,0.3571155142171,"WDR35",1
"GO:0001725","GO:0001725","stress fiber","2/143","52/18511",0.0611541159539153,0.390221501801174,0.3571155142171,"MICALL2/MYH9",2
"GO:0097517","GO:0097517","contractile actin filament bundle","2/143","52/18511",0.0611541159539153,0.390221501801174,0.3571155142171,"MICALL2/MYH9",2
"GO:0005923","GO:0005923","bicellular tight junction","3/143","120/18511",0.0660732439260463,0.392215198182161,0.358940067464429,"MICALL2/CYTH3/FRMD4A",3
"GO:0033646","GO:0033646","host intracellular part","1/143","9/18511",0.0674302337856753,0.392215198182161,0.358940067464429,"SCO1",1
"GO:0043656","GO:0043656","intracellular region of host","1/143","9/18511",0.0674302337856753,0.392215198182161,0.358940067464429,"SCO1",1
"GO:0070160","GO:0070160","occluding junction","3/143","123/18511",0.0700451211312243,0.392215198182161,0.358940067464429,"MICALL2/CYTH3/FRMD4A",3
"GO:0032432","GO:0032432","actin filament bundle","2/143","58/18511",0.0740147704997453,0.392215198182161,0.358940067464429,"MICALL2/MYH9",2
"GO:0016461","GO:0016461","unconventional myosin complex","1/143","10/18511",0.0746379668182471,0.392215198182161,0.358940067464429,"MYO7A",1
"GO:0045240","GO:0045240","dihydrolipoyl dehydrogenase complex","1/143","10/18511",0.0746379668182471,0.392215198182161,0.358940067464429,"MRPS36",1
"GO:0070938","GO:0070938","contractile ring","1/143","10/18511",0.0746379668182471,0.392215198182161,0.358940067464429,"MYH9",1
"GO:0098554","GO:0098554","cytoplasmic side of endoplasmic reticulum membrane","1/143","10/18511",0.0746379668182471,0.392215198182161,0.358940067464429,"THADA",1
"GO:0016529","GO:0016529","sarcoplasmic reticulum","2/143","61/18511",0.0807416073131846,0.401538768359294,0.367472635615537,"THBS4/ASPH",2
"GO:0035253","GO:0035253","ciliary rootlet","1/143","11/18511",0.0817903786200415,0.401538768359294,0.367472635615537,"KIF5A",1
"GO:0030016","GO:0030016","myofibril","4/143","213/18511",0.0833197325927515,0.401538768359294,0.367472635615537,"PDE4DIP/OBSCN/SCO1/IGFN1",4
"GO:0042641","GO:0042641","actomyosin","2/143","64/18511",0.0876496840176144,0.401538768359294,0.367472635615537,"MICALL2/MYH9",2
"GO:0031462","GO:0031462","Cul2-RING ubiquitin ligase complex","1/143","12/18511",0.0888878908285461,0.401538768359294,0.367472635615537,"ZYG11B",1
"GO:0033643","GO:0033643","host cell part","1/143","12/18511",0.0888878908285461,0.401538768359294,0.367472635615537,"SCO1",1
"GO:0045239","GO:0045239","tricarboxylic acid cycle enzyme complex","1/143","12/18511",0.0888878908285461,0.401538768359294,0.367472635615537,"MRPS36",1
"GO:0071564","GO:0071564","npBAF complex","1/143","12/18511",0.0888878908285461,0.401538768359294,0.367472635615537,"ARID1A",1
"GO:0043296","GO:0043296","apical junction complex","3/143","137/18511",0.089942325664461,0.401538768359294,0.367472635615537,"MICALL2/CYTH3/FRMD4A",3
"GO:0043292","GO:0043292","contractile fiber","4/143","224/18511",0.0958479110380621,0.401538768359294,0.367472635615537,"PDE4DIP/OBSCN/SCO1/IGFN1",4
"GO:0001931","GO:0001931","uropod","1/143","13/18511",0.0959309218903069,0.401538768359294,0.367472635615537,"MYH9",1
"GO:0031254","GO:0031254","cell trailing edge","1/143","13/18511",0.0959309218903069,0.401538768359294,0.367472635615537,"MYH9",1
"GO:0098862","GO:0098862","cluster of actin-based cell projections","3/143","142/18511",0.0975628402928287,0.401538768359294,0.367472635615537,"ADGRV1/MYO7A/MYH9",3
"GO:0016528","GO:0016528","sarcoplasm","2/143","70/18511",0.101962971458779,0.401538768359294,0.367472635615537,"THBS4/ASPH",2
"GO:0071565","GO:0071565","nBAF complex","1/143","14/18511",0.102919887084905,0.401538768359294,0.367472635615537,"ARID1A",1
"GO:0031514","GO:0031514","motile cilium","3/143","146/18511",0.103842050539523,0.401538768359294,0.367472635615537,"TAS2R43/ODF4/DNAH9",3
"GO:0016459","GO:0016459","myosin complex","2/143","71/18511",0.104408133638664,0.401538768359294,0.367472635615537,"MYO7A/MYH9",2
"GO:0016514","GO:0016514","SWI/SNF complex","1/143","15/18511",0.109855198548757,0.401538768359294,0.367472635615537,"ARID1A",1
"GO:0031011","GO:0031011","Ino80 complex","1/143","15/18511",0.109855198548757,0.401538768359294,0.367472635615537,"INO80B",1
"GO:0033202","GO:0033202","DNA helicase complex","1/143","15/18511",0.109855198548757,0.401538768359294,0.367472635615537,"INO80B",1
"GO:0005911","GO:0005911","cell-cell junction","6/143","423/18511",0.110092988882673,0.401538768359294,0.367472635615537,"MICALL2/CYTH3/FRMD4A/EVPL/MYH9/MLC1",6
"GO:0005639","GO:0005639","integral component of nuclear inner membrane","1/143","16/18511",0.116737265298732,0.401538768359294,0.367472635615537,"ANKLE1",1
"GO:0016581","GO:0016581","NuRD complex","1/143","16/18511",0.116737265298732,0.401538768359294,0.367472635615537,"SALL2",1
"GO:0030014","GO:0030014","CCR4-NOT complex","1/143","16/18511",0.116737265298732,0.401538768359294,0.367472635615537,"CNOT2",1
"GO:0031229","GO:0031229","intrinsic component of nuclear inner membrane","1/143","16/18511",0.116737265298732,0.401538768359294,0.367472635615537,"ANKLE1",1
"GO:0090545","GO:0090545","CHD-type complex","1/143","16/18511",0.116737265298732,0.401538768359294,0.367472635615537,"SALL2",1
"GO:0005901","GO:0005901","caveola","2/143","76/18511",0.116865760940392,0.401538768359294,0.367472635615537,"EHD2/MLC1",2
"GO:0043186","GO:0043186","P granule","1/143","17/18511",0.1235664932556,0.403851465762204,0.369589126168867,"DDX4",1
"GO:0044453","GO:0044453","nuclear membrane part","1/143","17/18511",0.1235664932556,0.403851465762204,0.369589126168867,"ANKLE1",1
"GO:0045495","GO:0045495","pole plasm","1/143","17/18511",0.1235664932556,0.403851465762204,0.369589126168867,"DDX4",1
"GO:0060293","GO:0060293","germ plasm","1/143","17/18511",0.1235664932556,0.403851465762204,0.369589126168867,"DDX4",1
"GO:0030496","GO:0030496","midbody","3/143","160/18511",0.127010119927596,0.410104965549347,0.375312085518452,"BIRC6/CRMP1/CCDC124",3
"GO:0017053","GO:0017053","transcriptional repressor complex","2/143","83/18511",0.134887975581567,0.430356874474522,0.393845843490038,"SALL2/ZFPM1",2
"GO:0071782","GO:0071782","endoplasmic reticulum tubular network","1/143","20/18511",0.143741157621242,0.448240344284063,0.410212098264677,"ASPH",1
"GO:0019898","GO:0019898","extrinsic component of membrane","4/143","261/18511",0.143838319434438,0.448240344284063,0.410212098264677,"JAKMIP1/CYTH3/MUC16/EHD2",4
"GO:0005680","GO:0005680","anaphase-promoting complex","1/143","21/18511",0.15036302850222,0.463187260213735,0.423890933345642,"CDC27",1
