"","x"
"8840","CNOT3"
"8841","OSCAR"
"8842","MIR935"
"8843","RPS9"
"8844","CACNG8"
"8845","VSTM1"
"8846","TMC4"
"8847","TSEN34"
"8848","MBOAT7"
"8849","LENG1"
"8850","TARM1"
"8851","TFPT"
"8852","LILRB5"
"8853","CACNG6"
"8854","LILRB3"
"8855","LAIR1"
"8856","LILRA5"
"8857","LILRA4"
"8858","LILRA3"
"8859","MIR4752"
"8860","LILRB2"
"8861","LENG8-AS1"
"8862","LAIR2"
"8863","TTYH1"
"8864","LENG8"
"8865","CDC42EP5"
"8866","LENG9"
"8867","LILRB4"
"8868","LOC101928804"
"8869","KIR3DX1"
"8870","MIR8061"
"8871","KIR3DL3"
"8872","KIR2DL1"
"8873","FCAR"
"8874","KIR2DL4"
"8875","LILRB1"
"8876","KIR2DS4"
"8877","KIR3DL1"
"8878","LILRA1"
"8879","LILRP2"
"8880","KIR3DL2"
"8881","KIR2DL3"
"8882","LILRA2"
"8883","NCR1"
"8884","NLRP7"
"8885","NLRP2"
"8886","GP6"
"8887","BRSK1"
"8888","SYT5"
"8889","TMEM86B"
"8890","SHISA7"
"8891","MIR7975"
"8892","SSC5D"
"8893","RDH13"
"8894","SBK2"
"8895","PPP1R12C"
"8896","MIR6805"
"8897","DNAAF3"
"8898","TMEM150B"
"8899","HSPBP1"
"8900","KMT5C"
"8901","ISOC2"
"8902","MIR6803"
"8903","MIR6804"
"8904","UBE2S"
"8905","MIR6802"
"8906","PTPRH"
"8907","TNNI3"
"8908","EPS8L1"
"8909","TMEM190"
"8910","TMEM238"
"8911","COX6B2"
"8912","SBK3"
"8913","FAM71E2"
"8914","TNNT1"
"8915","PPP6R1"
"8916","RPL28"
"8917","IL11"
"8918","ZNF628"
"8919","NAT14"
"8920","ZNF581"
"8921","ZNF784"
"8922","FIZ1"
"8923","U2AF2"
"8924","ZNF579"
"8925","ZNF580"
"8926","ZNF524"
"8927","ZNF865"
"8928","CCDC106"
"8929","NLRP13"
"8930","NLRP9"
"8931","EPN1"
"8932","NLRP5"
"8933","NLRP8"
"8934","NLRP11"
"8935","RFPL4AL1"
"8936","NLRP4"
"8937","RFPL4A"
"8938","ZSCAN5B"
"8939","ZNF787"
"8940","ZNF444"
"8941","GALP"
"8942","LINC01864"
"8943","ZSCAN5A"
"8944","ZNF582"
"8945","ZNF667-AS1"
"8946","ZNF667"
"8947","ZNF542P"
"8948","ZNF583"
"8949","ZNF582-AS1"
"8950","GPX4"
"8951","SBNO2"
"8952","CIRBP-AS1"
"8953","CIRBP"
"8954","MIDN"
"8955","EFNA2"
"8956","ATP5D"
"8957","CBARP"
"8958","C19orf24"
"8959","STK11"
"8960","MUM1"
"8961","GAMT"
"8962","APC2"
"8963","NDUFS7"
"8964","DAZAP1"
"8965","RPS15"
"8966","REEP6"
"8967","PCSK4"
"8968","C19orf25"
"8969","MBD3"
"8970","TCF3"
"8971","PLK5"
"8972","ADAMTSL5"
"8973","UQCR11"
"8974","MEX3D"
"8975","ONECUT3"
"8976","MIR1909"
"8977","REXO1"
"8978","KLF16"
"8979","ATP8B3"
"8980","LOC100288123"
"8981","ABHD17A"
"8982","BTBD2"
"8983","CSNK1G2"
"8984","IZUMO4"
"8985","MKNK2"
"8986","SCAMP4"
"8987","ADAT3"
"8988","CSNK1G2-AS1"
"8989","MOB3A"
"8990","AP3D1"
"8991","JSRP1"
"8992","MIR1227"
"8993","PLEKHJ1"
"8994","SF3A2"
"8995","MIR6789"
"8996","AMH"
"8997","DOT1L"
"8998","OAZ1"
"8999","MIR4321"
"9000","C19orf35"
"9001","LSM7"
"9002","LINGO3"
"9003","TJP3"
"9004","TLE2"
"9005","MIR7108"
"9006","SMIM24"
"9007","MRPL54"
"9008","LOC100996351"
"9009","NCLN"
"9010","THOP1"
"9011","SLC39A3"
"9012","CACTIN"
"9013","CACTIN-AS1"
"9014","TMPRSS9"
"9015","GNA15"
"9016","GIPC3"
"9017","TIMM13"
"9018","AES"
"9019","DIRAS1"
"9020","HMG20B"
"9021","ZNF554"
"9022","PIP5K1C"
"9023","NFIC"
"9024","TLE6"
"9025","ZNF555"
"9026","ATCAY"
"9027","RAX2"
"9028","S1PR4"
"9029","LMNB2"
"9030","TBXA2R"
"9031","GNG7"
"9032","GADD45B"
"9033","GNA11"
"9034","ZFR2"
"9035","MATK"
"9036","MFSD12"
"9037","ZNF57"
"9038","SGTA"
"9039","DOHH"
"9040","APBA3"
"9041","ZNF556"
"9042","MIR7850"
"9043","LINC01775"
"9044","FZR1"
"9045","CELF5"
"9046","SPPL2B"
"9047","C19orf71"
"9048","ZNF77"
"9049","MYDGF"
"9050","DUS3L"
"9051","PIAS4"
"9052","TMIGD2"
"9053","FUT3"
"9054","KDM4B"
"9055","LRG1"
"9056","MIR7-3HG"
"9057","PSPN"
"9058","SHD"
"9059","SH3GL1"
"9060","FEM1A"
"9061","DPP9"
"9062","DPP9-AS1"
"9063","TNFAIP8L1"
"9064","MIR3940"
"9065","ACSBG2"
"9066","CCDC94"
"9067","PLIN3"
"9068","STAP2"
"9069","CHAF1A"
"9070","CREB3L3"
"9071","LOC390877"
"9072","MIR4746"
"9073","ALKBH7"
"9074","MIR4747"
"9075","VMAC"
"9076","FSD1"
"9077","SEMA6B"
"9078","KHSRP"
"9079","EEF2"
"9080","MIR6885"
"9081","NRTN"
"9082","HDGFRP2"
"9083","TICAM1"
"9084","CRB3"
"9085","UHRF1"
"9086","MIR6790"
"9087","MIR637"
"9088","NDUFA11"
"9089","ANKRD24"
"9090","UBXN6"
"9091","PTPRS"
"9092","C19orf70"
"9093","SIRT6"
"9094","EBI3"
"9095","HSD11B1L"
"9096","NMRK2"
"9097","PRR22"
"9098","ZNRF4"
"9099","RPL36"
"9100","GTF2F1"
"9101","SAFB2"
"9102","PLIN5"
"9103","SAFB"
"9104","CAPS"
"9105","MPND"
"9106","MIR7-3"
"9107","TINCR"
"9108","RFX2"
"9109","LOC100128568"
"9110","FUT5"
"9111","MAP2K2"
"9112","LONP1"
"9113","RANBP3"
"9114","LOC101928844"
"9115","SNORD37"
"9116","ARRDC5"
"9117","CLPP"
"9118","PLIN4"
"9119","SLC25A41"
"9120","ACER1"
"9121","ZBTB7A"
"9122","SLC25A23"
"9123","DAPK3"
"9124","CATSPERD"
"9125","FUT6"
"9126","MLLT1"
"9127","MIR6791"
"9128","TNFSF9"
"9129","DENND1C"
"9130","TRIP10"
"9131","TUBB4A"
"9132","GPR108"
"9133","CD70"
"9134","TNFSF14"
"9135","C3"
"9136","VAV1"
"9137","SH2D3A"
"9138","ADGRE4P"
"9139","MBD3L3"
"9140","FLJ25758"
"9141","MBD3L2"
"9142","INSR"
"9143","MBD3L5"
"9144","MBD3L4"
"9145","ADGRE1"
"9146","ZNF557"
"9147","LOC100128573"
"9148","ARHGEF18"
"9149","CD209"
"9150","RETN"
"9151","CLEC4G"
"9152","MIR6792"
"9153","C19orf45"
"9154","CLEC4GP1"
"9155","PRR36"
"9156","MCOLN1"
"9157","XAB2"
"9158","STXBP2"
"9159","ZNF358"
"9160","PEX11G"
"9161","PNPLA6"
"9162","EVI5L"
"9163","LRRC8E"
"9164","TRAPPC5"
"9165","MCEMP1"
"9166","PET100"
"9167","CAMSAP3"
"9168","LYPLA2P2"
"9169","CLEC4M"
"9170","FCER2"
"9171","PCP2"
"9172","TGFBR3L"
"9173","ELAVL1"
"9174","RPS28"
"9175","KANK3"
"9176","FBN3"
"9177","TIMM44"
"9178","RAB11B-AS1"
"9179","MARCH2"
"9180","HNRNPM"
"9181","CD320"
"9182","CTXN1"
"9183","MIR4999"
"9184","NDUFA7"
"9185","CCL25"
"9186","RAB11B"
"9187","CERS4"
"9188","MAP2K7"
"9189","ANGPTL4"
"9190","SNAPC2"
"9191","ZNF414"
"9192","PRAM1"
"9193","MYO1F"
"9194","ACTL9"
"9195","OR2Z1"
"9196","ADAMTS10"
"9197","MBD3L1"
"9198","ZNF558"
"9199","MUC16"
"9200","OR7G2"
"9201","OR7G3"
"9202","OR7G1"
"9203","OR1M1"
"9204","ZNF317"
"9205","OR7D4"
"9206","OR7D2"
"9207","OR7E24"
"9208","ZNF121"
"9209","ZNF559"
"9210","ZNF559-ZNF177"
"9211","LOC101928238"
"9212","ZNF266"
"9213","ZNF177"
"9214","ZNF562"
"9215","ZNF560"
"9216","ZNF699"
"9217","ZNF561"
"9218","ZNF426"
"9219","ZNF561-AS1"
"9220","ZNF846"
"9221","PIN1"
"9222","FBXL12"
"9223","UBL5"
"9224","COL5A3"
"9225","OLFM2"
"9226","ZGLP1"
"9227","RAVER1"
"9228","S1PR2"
"9229","MIR1238"
"9230","CDKN2D"
"9231","DNM2"
"9232","PPAN-P2RY11"
"9233","ILF3-AS1"
"9234","SLC44A2"
"9235","EIF3G"
"9236","SNORD105B"
"9237","ICAM3"
"9238","MRPL4"
"9239","ICAM4"
"9240","C3P1"
"9241","DNMT1"
"9242","ICAM5"
"9243","P2RY11"
"9244","QTRT1"
"9245","MIR1181"
"9246","PDE4A"
"9247","ANGPTL6"
"9248","C19orf66"
"9249","MIR638"
"9250","ATG4D"
"9251","TYK2"
"9252","MIR5589"
"9253","ICAM1"
"9254","SNORD105"
"9255","CDC37"
"9256","ILF3"
"9257","FDX1L"
"9258","KEAP1"
"9259","RDH8"
"9260","PPAN"
"9261","MIR4322"
"9262","AP1M2"
"9263","KRI1"
"9264","S1PR5"
"9265","CCDC151"
"9266","ECSIT"
"9267","CCDC159"
"9268","LOC105372273"
"9269","PRKCSH"
"9270","SMARCA4"
"9271","MIR6793"
"9272","PLPPR2"
"9273","KANK2"
"9274","TMEM205"
"9275","MIR199A1"
"9276","MIR6886"
"9277","TSPAN16"
"9278","ZNF653"
"9279","CARM1"
"9280","SPC24"
"9281","TMED1"
"9282","MIR4748"
"9283","EPOR"
"9284","ELAVL3"
"9285","YIPF2"
"9286","LDLR"
"9287","TIMM29"
"9288","MIR7974"
"9289","DOCK6"
"9290","C19orf38"
"9291","RAB3D"
"9292","RGL3"
"9293","SWSAP1"
"9294","ANGPTL8"
"9295","ACP5"
"9296","CNN1"
"9297","ZNF627"
"9298","ELOF1"
"9299","ZNF833P"
"9300","ZNF823"
"9301","ZNF878"
"9302","ZNF69"
"9303","ZNF439"
"9304","ZNF491"
"9305","LOC101928464"
"9306","ZNF441"
"9307","ZNF700"
"9308","ZNF440"
"9309","ZNF433"
"9310","ZNF763"
"9311","ZNF788"
"9312","ZNF844"
"9313","ZNF625-ZNF20"
"9314","ZNF625"
"9315","ZNF20"
"9316","ZNF136"
"9317","LOC100289333"
"9318","ZNF44"
"9319","ZNF442"
"9320","ZNF563"
"9321","ZNF799"
"9322","ZNF490"
"9323","ZNF443"
"9324","ZNF709"
"9325","ZNF564"
"9326","ZNF791"
"9327","MAN2B1"
"9328","WDR83"
"9329","WDR83OS"
"9330","RAD23A"
"9331","JUNB"
"9332","DNASE2"
"9333","RNASEH2A"
"9334","SNORD135"
"9335","KLF1"
"9336","HOOK2"
"9337","ASNA1"
"9338","MIR5684"
"9339","LOC105372280"
"9340","MIR6794"
"9341","BEST2"
"9342","MAST1"
"9343","GCDH"
"9344","DHPS"
"9345","FBXW9"
"9346","RTBDN"
"9347","C19orf43"
"9348","FARSA"
"9349","SNORD41"
"9350","SYCE2"
"9351","TNPO2"
"9352","PRDX2"
"9353","CALR"
"9354","MIR6515"
"9355","NACC1"
"9356","STX10"
"9357","IER2"
"9358","DAND5"
"9359","LYL1"
"9360","NFIX"
"9361","GADD45GIP1"
"9362","TRMT1"
"9363","CACNA1A"
"9364","MRI1"
"9365","C19orf53"
"9366","CCDC130"
"9367","PODNL1"
"9368","RLN3"
"9369","PALM3"
"9370","SAMD1"
"9371","ADGRL1"
"9372","LOC100507373"
"9373","NANOS3"
"9374","MIR181C"
"9375","MIR24-2"
"9376","PRKACA"
"9377","MIR27A"
"9378","LINC01841"
"9379","ZSWIM4"
"9380","C19orf57"
"9381","ASF1B"
"9382","C19orf67"
"9383","IL27RA"
"9384","ADGRE5"
"9385","LOC284454"
"9386","CC2D1A"
"9387","DCAF15"
"9388","LINC01842"
"9389","RFX1"
"9390","MIR23A"
"9391","MIR1199"
"9392","MIR181D"
"9393","MISP3"
"9394","DDX39A"
"9395","PKN1"
"9396","CLEC17A"
"9397","GIPC1"
"9398","MIR639"
"9399","NDUFB7"
"9400","TECR"
"9401","ADGRE3"
"9402","PTGER1"
"9403","DNAJB1"
"9404","SNORA104"
"9405","ZNF333"
"9406","OR7C1"
"9407","ADGRE2"
"9408","OR7A10"
"9409","OR7A5"
"9410","OR7A17"
"9411","OR7C2"
"9412","CASP14"
"9413","SLC1A6"
"9414","OR1I1"
"9415","CCDC105"
"9416","CYP4F22"
"9417","MIR6795"
"9418","WIZ"
"9419","AKAP8L"
"9420","PGLYRP2"
"9421","SYDE1"
"9422","BRD4"
"9423","ILVBL"
"9424","AKAP8"
"9425","EPHX3"
"9426","RASAL3"
"9427","MIR1470"
"9428","NOTCH3"
"9429","CYP4F8"
"9430","CYP4F3"
"9431","UCA1"
"9432","CYP4F24P"
"9433","OR10H5"
"9434","OR10H3"
"9435","OR10H1"
"9436","OR10H2"
"9437","CYP4F11"
"9438","CYP4F2"
"9439","LINC01835"
"9440","CYP4F12"
"9441","OR10H4"
"9442","TPM4"
"9443","HSH2D"
"9444","LINC00661"
"9445","LINC00905"
"9446","CIB3"
"9447","RAB8A"
"9448","FAM32A"
"9449","AP1M1"
"9450","CHERP"
"9451","SIN3B"
"9452","EPS15L1"
"9453","TMEM38A"
"9454","SLC35E1"
"9455","CALR3"
"9456","NWD1"
"9457","CPAMD8"
"9458","MED26"
"9459","F2RL3"
"9460","KLF2"
"9461","HAUS8"
"9462","C19orf44"
"9463","SMIM7"
"9464","MYO9B"
"9465","ABHD8"
"9466","FAM129C"
"9467","GTPBP3"
"9468","USE1"
"9469","DDA1"
"9470","PLVAP"
"9471","SLC27A1"
"9472","BISPR"
"9473","MVB12A"
"9474","ANO8"
"9475","OCEL1"
"9476","BABAM1"
"9477","ANKLE1"
"9478","NXNL1"
"9479","USHBP1"
"9480","TMEM221"
"9481","MRPL34"
"9482","NR2F6"
"9483","PGLS"
"9484","COLGALT1"
"9485","BST2"
"9486","UNC13A"
"9487","INSL3"
"9488","SLC5A5"
"9489","RPL18A"
"9490","SNORA68"
"9491","MAP1S"
"9492","B3GNT3"
"9493","FCHO1"
"9494","JAK3"
"9495","KLHL26"
"9496","CRTC1"
"9497","IL12RB1"
"9498","MIR3189"
"9499","KCNN1"
"9500","KIAA1683"
"9501","GDF15"
"9502","KXD1"
"9503","PGPEP1"
"9504","RAB3A"
"9505","JUND"
"9506","IFI30"
"9507","ELL"
"9508","CCDC124"
"9509","MPV17L2"
"9510","ARRDC2"
"9511","MAST3"
"9512","UBA52"
"9513","PDE4C"
"9514","LRRC25"
"9515","SSBP4"
"9516","LSM4"
"9517","COMP"
"9518","LOC102725254"
"9519","ISYNA1"
"9520","MIR3188"
"9521","PIK3R2"
"9522","CRLF1"
"9523","LOC729966"
"9524","TMEM59L"
"9525","C19orf60"
"9526","FKBP8"
"9527","NCAN"
"9528","MAU2"
"9529","TSSK6"
"9530","HAPLN4"
"9531","SUGP2"
"9532","LOC102724360"
"9533","CILP2"
"9534","NR2C2AP"
"9535","MIR640"
"9536","PBX4"
"9537","NDUFA13"
"9538","RFXANK"
"9539","MEF2B"
"9540","UPF1"
"9541","COPE"
"9542","HOMER3"
"9543","TMEM161A"
"9544","BORCS8-MEF2B"
"9545","TM6SF2"
"9546","GDF1"
"9547","ARMC6"
"9548","YJEFN3"
"9549","DDX49"
"9550","GATAD2A"
"9551","SLC25A42"
"9552","BORCS8"
"9553","CERS1"
"9554","SUGP1"
"9555","ATP13A1"
"9556","LPAR2"
"9557","GMIP"
"9558","ZNF506"
"9559","LINC00663"
"9560","ZNF14"
"9561","ZNF253"
"9562","ZNF93"
"9563","ZNF101"
"9564","ZNF682"
"9565","ZNF90"
"9566","ZNF486"
"9567","ZNF826P"
"9568","MIR1270"
"9569","ZNF737"
"9570","ZNF626"
"9571","ZNF85"
"9572","ZNF493"
"9573","ZNF738"
"9574","ZNF430"
"9575","ZNF714"
"9576","ZNF708"
"9577","ZNF431"
"9578","LINC00664"
"9579","ZNF429"
"9580","LOC400682"
"9581","ZNF100"
"9582","ZNF43"
"9583","LOC641367"
"9584","ZNF208"
"9585","ZNF257"
"9586","ZNF676"
"9587","ZNF729"
"9588","ZNF98"
"9589","LINC01785"
"9590","LOC100996349"
"9591","GOLGA2P9"
"9592","LINC01233"
"9593","LOC101929124"
"9594","ZNF492"
"9595","ZNF99"
"9596","LINC01858"
"9597","LINC01859"
"9598","ZNF730"
"9599","ZNF724"
"9600","ZNF728"
"9601","IPO5P1"
"9602","ZNF91"
"9603","LINC01224"
"9604","ZNF675"
"9605","ZNF681"
"9606","RPSAP58"
"9607","ZNF726"
"9608","ZNF254"
"9609","HAVCR1P1"
"9610","LOC101927151"
"9611","LINC00662"
"9612","LOC100420587"
"9613","LOC102724908"
"9614","LINC01532"
"9615","UQCRFS1"
"9616","LOC102724958"
"9617","LINC00906"
"9618","LOC284395"
"9619","PLEKHF1"
"9620","C19orf12"
"9621","VSTM2B"
"9622","CCNE1"
"9623","POP4"
"9624","URI1"
"9625","ZNF536"
"9626","TSHZ3"
"9627","THEG5"
"9628","LINC01782"
"9629","LINC01533"
"9630","DPY19L3"
"9631","LOC400684"
"9632","PDCD5"
"9633","ANKRD27"
"9634","ZNF507"
"9635","TDRD12"
"9636","SLC7A9"
"9637","RGS9BP"
"9638","NUDT19"
"9639","CEP89"
"9640","WDR88"
"9641","LRP3"
"9642","RHPN2"
"9643","SLC7A10"
"9644","CEBPA"
"9645","GPATCH1"
"9646","CEBPA-AS1"
"9647","FAAP24"
"9648","CHST8"
"9649","PEPD"
"9650","KCTD15"
"9651","CEBPG"
"9652","LSM14A"
"9653","PDCD2L"
"9654","GPI"
"9655","KIAA0355"
"9656","WTIP"
"9657","UBA2"
"9658","ZNF302"
"9659","ZNF30"
"9660","SCGB2B3P"
"9661","ZNF792"
"9662","ZNF599"
"9663","SCGB2B2"
"9664","LINC01801"
"9665","SCGB1B2P"
"9666","ZNF30-AS1"
"9667","LINC00904"
"9668","ZNF181"
"9669","MIR6887"
"9670","MIR5196"
"9671","HPN-AS1"
"9672","LGI4"
"9673","FFAR1"
"9674","HAMP"
"9675","HPN"
"9676","FXYD3"
"9677","CD22"
"9678","FXYD7"
"9679","GRAMD1A"
"9680","FXYD1"
"9681","LINC01531"
"9682","USF2"
"9683","SCN1B"
"9684","FAM187B"
"9685","LSR"
"9686","FXYD5"
"9687","MAG"
"9688","FFAR3"
"9689","PROSER3"
"9690","ATP4A"
"9691","THAP8"
"9692","ARHGAP33"
"9693","SDHAF1"
"9694","ZBTB32"
"9695","GAPDHS"
"9696","LINC01529"
"9697","HCST"
"9698","DMKN"
"9699","TBCB"
"9700","HAUS5"
"9701","COX6B1"
"9702","U2AF1L4"
"9703","UPK1A-AS1"
"9704","WDR62"
"9705","LIN37"
"9706","LOC105372383"
"9707","HSPB6"
"9708","ALKBH6"
"9709","KMT2B"
"9710","FFAR2"
"9711","IGFLR1"
"9712","LOC101927572"
"9713","TMEM147"
"9714","KIRREL2"
"9715","NPHS1"
"9716","PRODH2"
"9717","SYNE4"
"9718","PSENEN"
"9719","KRTDAP"
"9720","NFKBID"
"9721","TYROBP"
"9722","CLIP3"
"9723","CAPNS1"
"9724","POLR2I"
"9725","UPK1A"
"9726","OVOL3"
"9727","APLP1"
"9728","ETV2"
"9729","LRFN3"
"9730","LINC01766"
"9731","COX7A1"
"9732","RBM42"
"9733","SBSN"
"9734","TMEM147-AS1"
"9735","ZNF790"
"9736","LOC728485"
"9737","ZNF829"
"9738","ZNF529-AS1"
"9739","ZNF790-AS1"
"9740","ZNF260"
"9741","ZNF529"
"9742","ZNF850"
"9743","ZNF345"
"9744","ZNF566"
"9745","LOC728752"
"9746","ZNF461"
"9747","LINC01534"
"9748","ZNF567"
"9749","ZNF382"
"9750","RASGRP4"
"9751","CATSPERG"
"9752","GGN"
"9753","FAM98C"
"9754","SPRED3"
"9755","RYR1"
"9756","PSMD8"
"9757","LOC105372397"
"9758","ACTN4"
"9759","MAP4K1"
"9760","CAPN12"
"9761","EIF3K"
"9762","SYCN"
"9763","IFNL2"
"9764","LGALS7B"
"9765","SARS2"
"9766","FBXO27"
"9767","ACP7"
"9768","LGALS4"
"9769","IFNL1"
"9770","FBXO17"
"9771","SIRT2"
"9772","IFNL4"
"9773","NCCRP1"
"9774","IFNL3"
"9775","CCER2"
"9776","NFKBIB"
"9777","MRPS12"
"9778","GMFG"
"9779","LRFN1"
"9780","RINL"
"9781","PAK4"
"9782","LGALS7"
"9783","ECH1"
"9784","HNRNPL"
"9785","RPS16"
"9786","MIR4530"
"9787","PAF1"
"9788","PLEKHG2"
"9789","DLL3"
"9790","TIMM50"
"9791","ZFP36"
"9792","SUPT5H"
"9793","EID2B"
"9794","EID2"
"9795","SELENOV"
"9796","MED29"
"9797","SAMD4B"
"9798","LGALS14"
"9799","LGALS17A"
"9800","LGALS13"
"9801","LGALS16"
"9802","CLC"
"9803","LOC100129935"
"9804","MIR6719"
"9805","FCGBP"
"9806","FBL"
"9807","DYRK1B"
"9808","LEUTX"
"9809","ZNF780B"
"9810","ZNF780A"
"9811","ZNF546"
"9812","PSMC4"
"9813","MAP3K10"
"9814","PRX"
"9815","TTC9B"
"9816","SERTAD1"
"9817","RAB4B"
"9818","PLD3"
"9819","CNTD2"
"9820","HIPK4"
"9821","RAB4B-EGLN2"
"9822","C19orf47"
"9823","MIR641"
"9824","EGLN2"
"9825","COQ8B"
"9826","ITPKC"
"9827","BLVRB"
"9828","C19orf54"
"9829","LTBP4"
"9830","CYP2T1P"
"9831","AKT2"
"9832","MIA-RAB4B"
"9833","SPTBN4"
"9834","SHKBP1"
"9835","SERTAD3"
"9836","MIR6796"
"9837","NUMBL"
"9838","SNRPA"
"9839","MIA"
"9840","CYP2A6"
"9841","CYP2G1P"
"9842","CYP2B6"
"9843","CYP2B7P"
"9844","CYP2A7"
"9845","HNRNPUL1"
"9846","PCAT19"
"9847","CYP2F1"
"9848","EXOSC5"
"9849","CYP2S1"
"9850","CYP2A13"
"9851","B9D2"
"9852","TMEM91"
"9853","TGFB1"
"9854","CCDC97"
"9855","BCKDHA"
"9856","B3GNT8"
"9857","AXL"
"9858","ATP5SL"
"9859","ERICH4"
"9860","CEACAM21"
"9861","LINC01480"
"9862","CEACAM7"
"9863","CEACAM4"
"9864","CEACAM5"
"9865","CEACAM6"
"9866","CEACAM3"
"9867","GSK3A"
"9868","PRR19"
"9869","ZNF574"
"9870","POU2F2"
"9871","LOC100505622"
"9872","RABAC1"
"9873","MIR4323"
"9874","RPS19"
"9875","TMEM145"
"9876","ZNF526"
"9877","PAFAH1B3"
"9878","ATP1A3"
"9879","LOC100505585"
"9880","LYPD4"
"9881","MEGF8"
"9882","MIR6797"
"9883","DMRTC2"
"9884","ERF"
"9885","CIC"
"9886","CD79A"
"9887","GRIK5"
"9888","ARHGEF1"
"9889","DEDD2"
"9890","CNFN"
"9891","LOC101930071"
"9892","MIR8077"
"9893","LIPE-AS1"
"9894","LIPE"
"9895","CXCL17"
"9896","CEACAM1"
"9897","CEACAM8"
"9898","PSG3"
"9899","PSG8"
"9900","PSG8-AS1"
"9901","PSG1"
"9902","PSG10P"
"9903","PSG2"
"9904","PSG11"
"9905","PSG7"
"9906","PSG6"
"9907","BLOC1S3"
"9908","CKM"
"9909","LOC105372419"
"9910","EML2-AS1"
"9911","NKPD1"
"9912","APOC4"
"9913","EML2"
"9914","CLASRP"
"9915","BHMG1"
"9916","RTN2"
"9917","DMPK"
"9918","KLC3"
"9919","MYPOP"
"9920","MIR330"
"9921","PPP1R13L"
"9922","MIR6088"
"9923","RSPH6A"
"9924","FOXA3"
"9925","SIX5"
"9926","ZNF296"
"9927","APOC1P1"
"9928","CLPTM1"
"9929","APOC1"
"9930","NECTIN2"
"9931","FBXO46"
"9932","APOC4-APOC2"
"9933","BCAM"
"9934","CBLC"
"9935","QPCTL"
"9936","VASP"
"9937","APOC2"
"9938","MIR642A"
"9939","NANOS2"
"9940","RELB"
"9941","MARK4"
"9942","GIPR"
"9943","GEMIN7"
"9944","FOSB"
"9945","ERCC1"
"9946","ERCC2"
"9947","GPR4"
"9948","CD3EAP"
"9949","PPP1R37"
"9950","TOMM40"
"9951","IRF2BP1"
"9952","MIR642B"
"9953","EXOC3L2"
"9954","DMWD"
"9955","APOE"
"9956","SYMPK"
"9957","PPM1N"
"9958","OPA3"
"9959","SNRPD2"
"9960","TRAPPC6A"
"9961","LOC400706"
"9962","IGFL4"
"9963","CCDC61"
"9964","IGFL3"
"9965","NOVA2"
"9966","HIF3A"
"9967","MIR769"
"9968","IGFL2"
"9969","IGFL1"
"9970","PGLYRP1"
"9971","LOC93429"
"9972","IGFL2-AS1"
"9973","ZC3H4"
"9974","CALM3"
"9975","PPP5C"
"9976","C5AR1"
"9977","GNG8"
"9978","SNAR-E"
"9979","PNMAL2"
"9980","MIR3191"
"9981","MIR320E"
"9982","SLC1A5"
"9983","TMEM160"
"9984","MIR3190"
"9985","SLC8A2"
"9986","FKRP"
"9987","INAFM1"
"9988","CCDC8"
"9989","AP2S1"
"9990","DHX34"
"9991","C5AR2"
"9992","ARHGAP35"
"9993","CCDC9"
"9994","BBC3"
"9995","PRKD2"
"9996","MEIS3"
"9997","PTGIR"
"9998","NPAS1"
"9999","DACT3"
"10000","PPP5D1"
"10001","PNMAL1"
"10002","SAE1"
"10003","DACT3-AS1"
"10004","STRN4"
"10005","NAPA"
"10006","GLTSCR1"
"10007","KPTN"
"10008","ZNF541"
"10009","NAPA-AS1"
"10010","GLTSCR2-AS1"
"10011","GLTSCR2"
"10012","SNORD23"
"10013","EHD2"
"10014","SELENOW"
"10015","CRX"
"10016","TPRX1"
"10017","SNAR-A4"
"10018","SNAR-A11"
"10019","SNAR-A14"
"10020","CABP5"
"10021","SNAR-A10"
"10022","SNAR-C3"
"10023","LIG1"
"10024","PLA2G4C-AS1"
"10025","TMEM143"
"10026","C19orf68"
"10027","PLA2G4C"
"10028","SNAR-A8"
"10029","SNAR-A7"
"10030","SNAR-C4"
"10031","SNAR-A3"
"10032","SNAR-A12"
"10033","CARD8"
"10034","CCDC114"
"10035","SULT2A1"
"10036","EMP3"
"10037","ZNF114"
"10038","SNAR-A13"
"10039","SNAR-A9"
"10040","SNAR-A5"
"10041","SNAR-A6"
"10042","BSPH1"
"10043","SNAR-A1"
"10044","SNAR-C5"
"10045","SNAR-A2"
"10046","SNAR-C2"
"10047","CARD8-AS1"
"10048","ELSPBP1"
"10049","SNAR-C1"
"10050","GRIN2D"
"10051","SYNGR4"
"10052","GRWD1"
"10053","CYTH2"
"10054","LMTK3"
"10055","KCNJ14"
"10056","KDELR1"
"10057","SULT2B1"
"10058","NTN5"
"10059","RPL18"
"10060","FAM83E"
"10061","DBP"
"10062","CA11"
"10063","LOC105447645"
"10064","SPACA4"
"10065","FUT2"
"10066","MAMSTR"
"10067","FUT1"
"10068","SEC1P"
"10069","SPHK2"
"10070","IZUMO1"
"10071","FGF21"
"10072","RASIP1"
"10073","RCN3"
"10074","RPS11"
"10075","CGB2"
"10076","LHB"
"10077","LIN7B"
"10078","SIGLEC16"
"10079","CPT1C"
"10080","MIR4750"
"10081","BCL2L12"
"10082","PRMT1"
"10083","HRC"
"10084","MIR4324"
"10085","BAX"
"10086","RPL13AP5"
"10087","FUZ"
"10088","PRRG2"
"10089","SNORD32A"
"10090","MIR150"
"10091","DKKL1"
"10092","MED25"
