"","x"
"2938","SNX18"
"2939","HSPB3"
"2940","LOC102467080"
"2941","ESM1"
"2942","LOC102467081"
"2943","GZMK"
"2944","CDC20B"
"2945","GZMA"
"2946","MIR449B"
"2947","MIR449A"
"2948","GPX8"
"2949","MIR449C"
"2950","DHX29"
"2951","SKIV2L2"
"2952","MCIDAS"
"2953","CCNO"
"2954","PLPP1"
"2955","MIR5687"
"2956","RNF138P1"
"2957","SLC38A9"
"2958","DDX4"
"2959","IL31RA"
"2960","IL6ST"
"2961","FLJ31104"
"2962","ANKRD55"
"2963","LINC01948"
"2964","C5orf67"
"2965","MAP3K1"
"2966","MIER3"
"2967","SETD9"
"2968","GPBP1"
"2969","ACTBL2"
"2970","LOC101928505"
"2971","LINCR-0003"
"2972","LOC101928539"
"2973","LINC02101"
"2974","PLK2"
"2975","GAPT"
"2976","LINC02108"
"2977","MIR548AE2"
"2978","RAB3C"
"2979","TNPO1"
"2980","FCHO2"
"2981","MIR4804"
"2982","TMEM171"
"2983","LOC105379030"
"2984","TMEM174"
"2985","LOC340090"
"2986","LINC01386"
"2987","FOXD1"
"2988","BTF3"
"2989","ANKRA2"
"2990","UTP15"
"2991","ARHGEF28"
"2992","LINC01333"
"2993","LINC01335"
"2994","LINC01331"
"2995","ENC1"
"2996","HEXB"
"2997","GFM2"
"2998","NSA2"
"2999","FAM169A"
"3000","LOC441086"
"3001","GCNT4"
"3002","ANKRD31"
"3003","LINC01336"
"3004","HMGCR"
"3005","COL4A3BP"
"3006","POLK"
"3007","ANKDD1B"
"3008","POC5"
"3009","SV2C"
"3010","IQGAP2"
"3011","LOC101929109"
"3012","F2RL2"
"3013","F2R"
"3014","NCRUPAR"
"3015","F2RL1"
"3016","CRHBP"
"3017","ZBED3"
"3018","S100Z"
"3019","AGGF1"
"3020","SNORA47"
"3021","ZBED3-AS1"
"3022","PDE8B"
"3023","WDR41"
"3024","OTP"
"3025","TBCA"
"3026","LOC101929154"
"3027","AP3B1"
"3028","SCAMP1-AS1"
"3029","SCAMP1"
"3030","LHFPL2"
"3031","ARSB"
"3032","LOC101929710"
"3033","MIR583"
"3034","CAST"
"3035","SLCO4C1"
"3036","PAM"
"3037","TMEM232"
"3038","SLC25A46"
"3039","WDR36"
"3040","TSLP"
"3041","CAMK4"
"3042","STARD4"
"3043","STARD4-AS1"
"3044","NREP"
"3045","NREP-AS1"
"3046","EPB41L4A"
"3047","EPB41L4A-AS1"
"3048","SNORA13"
"3049","LOC101927023"
"3050","EPB41L4A-AS2"
"3051","LOC102467216"
"3052","LOC102467214"
"3053","APC"
"3054","REEP5"
"3055","SRP19"
"3056","DCP2"
"3057","MCC"
"3058","TSSK1B"
"3059","YTHDC2"
"3060","KCNN2"
"3061","LOC101927078"
"3062","LINC01957"
"3063","TRIM36"
"3064","PGGT1B"
"3065","CCDC112"
"3066","FEM1C"
"3067","TICAM2"
"3068","TMED7-TICAM2"
"3069","LOC102467217"
"3070","TMED7"
"3071","LOC101927100"
"3072","C5orf22"
"3073","PDZD2"
"3074","MIR4279"
"3075","GOLPH3"
"3076","MIR579"
"3077","MTMR12"
"3078","ZFR"
"3079","SUB1"
"3080","NPR3"
"3081","RAI14"
"3082","TTC23L"
"3083","AGXT2"
"3084","BRIX1"
"3085","DNAJC21"
"3086","RAD1"
"3087","PRLR"
"3088","CAPSL"
"3089","LOC100506406"
"3090","UGT3A1"
"3091","UGT3A2"
"3092","MIR580"
"3093","LMBRD2"
"3094","SKP2"
"3095","NADK2"
"3096","RANBP3L"
"3097","SLC1A3"
"3098","NIPBL"
"3099","NIPBL-AS1"
"3100","C5orf42"
"3101","LOC105374727"
"3102","NUP155"
"3103","WDR70"
"3104","GDNF"
"3105","GDNF-AS1"
"3106","LINC02110"
"3107","LINC02119"
"3108","EGFLAM"
"3109","EGFLAM-AS4"
"3110","EGFLAM-AS2"
"3111","LIFR"
"3112","MIR3650"
"3113","LIFR-AS1"
"3114","OSMR-AS1"
"3115","LINC01265"
"3116","OSMR"
"3117","RICTOR"
"3118","FYB"
"3119","C9"
"3120","DAB2"
"3121","LINC02104"
"3122","LINC00603"
"3123","PTGER4"
"3124","TTC33"
"3125","PRKAA1"
"3126","LOC100506548"
"3127","RPL37"
"3128","SNORD72"
"3129","CARD6"
"3130","C7"
"3131","MROH2B"
"3132","C6"
"3133","PLCXD3"
"3134","OXCT1"
"3135","OXCT1-AS1"
"3136","C5orf51"
"3137","FBXO4"
"3138","LOC101926960"
"3139","GHR"
"3140","SELENOP"
"3141","CCDC152"
"3142","LOC153684"
"3143","ANXA2R"
"3144","FLJ32255"
"3145","LOC648987"
"3146","ZNF131"
"3147","LOC100506639"
"3148","LOC100132356"
"3149","NIM1K"
"3150","PAIP1"
"3151","NNT"
"3152","TMEM267"
"3153","NNT-AS1"
"3154","CCL28"
"3155","C5orf34"
"3156","HMGCS1"
"3157","BRCAT107"
"3158","MRPS30"
"3159","BRCAT54"
"3160","HCN1"
"3161","EMB"
"3162","PARP8"
"3163","LINC02106"
"3164","LOC642366"
"3165","ISL1"
"3166","ITGA1"
"3167","PELO"
"3168","ITGA2"
"3169","MOCS2"
"3170","LOC257396"
"3171","FST"
"3172","NDUFS4"
"3173","MIR581"
"3174","PDE4D"
"3175","PART1"
"3176","DEPDC1B"
"3177","ERCC8"
"3178","ELOVL7"
"3179","NDUFAF2"
"3180","SMIM15"
"3181","SMIM15-AS1"
"3182","ZSWIM6"
"3183","C5orf64"
"3184","LOC101928651"
"3185","C5orf64-AS1"
"3186","DIMT1"
"3187","IPO11"
"3188","KIF2A"
"3189","IPO11-LRRC70"
"3190","LRRC70"
"3191","HTR1A"
"3192","RNF180"
"3193","RGS7BP"
"3194","FAM159B"
"3195","CWC27"
"3196","SREK1IP1"
"3197","ADAMTS6"
"3198","CENPK"
"3199","PPWD1"
"3200","TRIM23"
"3201","SGTB"
"3202","TRAPPC13"
"3203","NLN"
"3204","ERBIN"
"3205","LOC100303749"
"3206","SREK1"
"3207","LOC101928885"
"3208","SLC30A5"
"3209","CCNB1"
"3210","CENPH"
"3211","CDK7"
"3212","TAF9"
"3213","AK6"
"3214","CCDC125"
"3215","RAD17"
"3216","MRPS36"
"3217","MARVELD2"
"3218","LOC102724392"
"3219","BDP1"
"3220","MCCC2"
"3221","CARTPT"
"3222","MRPS27"
"3223","MAP1B"
"3224","PTCD2"
"3225","MIR4803"
"3226","ZNF366"
"3227","LOC102503427"
"3228","LINC02056"
"3229","DMGDH"
"3230","BHMT"
"3231","BHMT2"
"3232","JMY"
"3233","HOMER1"
"3234","PAPD4"
"3235","CMYA5"
"3236","LINC01455"
"3237","MTX3"
"3238","THBS4"
"3239","SERINC5"
"3240","CTD-2201I18.1"
"3241","LOC644936"
"3242","SPZ1"
"3243","CRSP8P"
"3244","ZFYVE16"
"3245","FAM151B"
"3246","ANKRD34B"
"3247","DHFR"
"3248","LINC01337"
"3249","MTRNR2L2"
"3250","MSH3"
"3251","CETN3"
"3252","LOC731157"
"3253","MBLAC2"
"3254","LYSMD3"
"3255","POLR3G"
"3256","ADGRV1"
"3257","LUCAT1"
"3258","ARRDC3-AS1"
"3259","ARRDC3"
"3260","NR2F1-AS1"
"3261","FAM172A"
"3262","MIR2277"
"3263","NR2F1"
"3264","POU5F2"
"3265","KIAA0825"
"3266","SLF1"
"3267","MCTP1"
"3268","FAM81B"
"3269","SPATA9"
"3270","TTC37"
"3271","RFESD"
"3272","ARSK"
"3273","GPR150"
"3274","RHOBTB3"
"3275","GLRX"
"3276","ELL2"
"3277","LINC01554"
"3278","PCSK1"
"3279","ERAP1"
"3280","LNPEP"
"3281","ERAP2"
"3282","LIX1"
"3283","RIOK2"
"3284","LINC01340"
"3285","RGMB-AS1"
"3286","RGMB"
"3287","CHD1"
"3288","LOC100289230"
"3289","LINC02113"
"3290","LOC100133050"
"3291","FAM174A"
"3292","ST8SIA4"
"3293","MIR548P"
"3294","SLCO6A1"
"3295","LINC00492"
"3296","LINC00491"
"3297","GIN1"
"3298","PPIP5K2"
"3299","C5orf30"
"3300","LINC02115"
"3301","NUDT12"
"3302","RAB9BP1"
"3303","GUSBP1"
"3304","CDH12"
"3305","SNORA105B"
"3306","SNORA105A"
"3307","PMCHL1"
"3308","PRDM9"
"3309","TREML4"
"3310","TREML2"
"3311","TREML3P"
"3312","TRERF1"
"3313","GUCA1B"
"3314","GUCA1A"
"3315","MRPS10"
"3316","GLTSCR1L"
"3317","LOC401261"
"3318","PRPH2"
"3319","ATP6V0CP3"
"3320","UBR2"
"3321","TBCC"
"3322","PGK2"
"3323","LOC101927048"
"3324","CRISP1"
"3325","LOC101927020"
"3326","DEFB114"
"3327","DEFB133"
"3328","DEFB113"
"3329","DEFB110"
"3330","DEFB112"
"3331","GSTA3"
"3332","MLIP"
"3333","LOC101927189"
"3334","MLIP-IT1"
"3335","TINAG"
"3336","FAM83B"
"3337","HCRTR2"
"3338","GFRAL"
"3339","KIAA1586"
"3340","BEND6"
"3341","KHDRBS2"
"3342","MTRNR2L9"
"3343","EYS"
"3344","SLC25A51P1"
"3345","LOC102723883"
"3346","ADGRB3"
"3347","KCNQ5"
"3348","KCNQ5-IT1"
"3349","MIR4282"
"3350","KCNQ5-AS1"
"3351","KHDC1L"
"3352","KHDC1"
"3353","DPPA5"
"3354","MTO1"
"3355","MB21D1"
"3356","SNORD141A"
"3357","EEF1A1"
"3358","OOEP"
"3359","KHDC3L"
"3360","SNORD141B"
"3361","DDX43"
"3362","SLC17A5"
"3363","CD109"
"3364","LOC101928489"
"3365","LOC101928516"
"3366","LOC100506804"
"3367","TMEM30A"
"3368","FILIP1"
"3369","COX7A2"
"3370","MAGI2"
"3371","SEMA3C"
"3372","LOC105369146"
"3373","LOC100128317"
"3374","HGF"
"3375","CACNA2D1"
"3376","LOC101927356"
"3377","PCLO"
"3378","SEMA3D"
"3379","LINC00972"
"3380","GRM3"
"3381","KIAA1324L"
"3382","DMTF1"
"3383","LOC101927420"
"3384","TMEM243"
"3385","TP53TG1"
"3386","CROT"
"3387","ABCB4"
"3388","ABCB1"
"3389","RUNDC3B"
"3390","DBF4"
"3391","ADAM22"
"3392","SLC25A40"
"3393","SRI"
"3394","LOC102723885"
"3395","STEAP4"
"3396","C7orf62"
"3397","ZNF804B"
"3398","STEAP2-AS1"
"3399","STEAP1"
"3400","DPY19L2P4"
"3401","STEAP2"
"3402","GTPBP10"
"3403","CFAP69"
"3404","LOC101927446"
"3405","CLDN12"
"3406","LOC101409256"
"3407","CDK14"
"3408","FZD1"
"3409","MTERF1"
"3410","AKAP9"
"3411","CYP51A1-AS1"
"3412","LRRD1"
"3413","CYP51A1"
"3414","ANKIB1"
"3415","KRIT1"
"3416","LOC105375396"
"3417","GATAD1"
"3418","PEX1"
"3419","RBM48"
"3420","FAM133B"
"3421","FAM133DP"
"3422","CDK6"
"3423","LOC101927497"
"3424","SAMD9"
"3425","SAMD9L"
"3426","VPS50"
"3427","HEPACAM2"
"3428","MIR489"
"3429","MIR653"
"3430","CALCR"
"3431","MIR4652"
"3432","GNGT1"
"3433","GNG11"
"3434","TFPI2"
"3435","BET1"
"3436","LOC105375401"
"3437","COL1A2"
"3438","SGCE"
"3439","CASD1"
"3440","PEG10"
"3441","PPP1R9A"
"3442","PON1"
"3443","PON3"
"3444","PON2"
"3445","PDK4"
"3446","ASB4"
"3447","DYNC1I1"
"3448","SLC25A13"
"3449","MIR591"
"3450","C7orf76"
"3451","LOC100506136"
"3452","SEM1"
"3453","DLX6-AS1"
"3454","DLX5"
"3455","DLX6"
"3456","SDHAF3"
"3457","ASNS"
"3458","TAC1"
"3459","MIR5692A1"
"3460","LMTK2"
"3461","MIR5692A2"
"3462","MGC72080"
"3463","OCM2"
"3464","MIR5692C2"
"3465","BHLHA15"
"3466","TECPR1"
"3467","BRI3"
"3468","BAIAP2L1"
"3469","NPTX2"
"3470","TMEM130"
"3471","MIR3609"
"3472","TRRAP"
"3473","SCARNA28"
"3474","LOC101927550"
"3475","SMURF1"
"3476","KPNA7"
"3477","MYH16"
"3478","ARPC1B"
"3479","ARPC1A"
"3480","PDAP1"
"3481","PTCD1"
"3482","BUD31"
"3483","ATP5J2-PTCD1"
"3484","CPSF4"
"3485","ATP5J2"
"3486","ZNF789"
"3487","ZNF394"
"3488","ZKSCAN5"
"3489","FAM200A"
"3490","ZNF655"
"3491","GS1-259H13.2"
"3492","CYP3A5"
"3493","ZSCAN25"
"3494","CYP3A7"
"3495","CYP3A7-CYP3A51P"
"3496","CYP3A4"
"3497","OR2AE1"
"3498","CYP3A43"
"3499","TRIM4"
"3500","GJC3"
"3501","AZGP1"
"3502","TAF6"
"3503","MIR25"
"3504","MIR106B"
"3505","AZGP1P1"
"3506","COPS6"
"3507","ZKSCAN1"
"3508","AP4M1"
"3509","ZNF3"
"3510","MIR93"
"3511","MCM7"
"3512","ZSCAN21"
"3513","GATS"
"3514","PVRIG"
"3515","STAG3"
"3516","CNPY4"
"3517","LAMTOR4"
"3518","MBLAC1"
"3519","GAL3ST4"
"3520","MIR4658"
"3521","GPC2"
"3522","C7orf43"
"3523","PILRB"
"3524","SPDYE3"
"3525","STAG3L5P-PVRIG2P-PILRB"
"3526","MIR6840"
"3527","PVRIG2P"
"3528","PMS2P1"
"3529","STAG3L5P"
"3530","PILRA"
"3531","ZCWPW1"
"3532","PPP1R35"
"3533","MEPCE"
"3534","TRIP6"
"3535","PCOLCE-AS1"
"3536","NYAP1"
"3537","FBXO24"
"3538","SLC12A9"
"3539","ZASP"
"3540","AGFG2"
"3541","EPO"
"3542","ACHE"
"3543","LOC105375429"
"3544","TFR2"
"3545","C7orf61"
"3546","SRRT"
"3547","GIGYF1"
"3548","ZAN"
"3549","TSC22D4"
"3550","ACTL6B"
"3551","MOSPD3"
"3552","LRCH4"
"3553","EPHB4"
"3554","GNB2"
"3555","SAP25"
"3556","PCOLCE"
"3557","POP7"
"3558","MIR6875"
"3559","UFSP1"
"3560","MUC17"
"3561","LOC102724094"
"3562","MUC3A"
"3563","MUC12"
"3564","TRIM56"
"3565","SERPINE1"
"3566","MOGAT3"
"3567","AP1S1"
"3568","CLDN15"
"3569","FIS1"
"3570","NAT16"
"3571","MIR4653"
"3572","VGF"
"3573","PLOD3"
"3574","ZNHIT1"
"3575","LOC101927746"
"3576","COL26A1"
"3577","IFT22"
"3578","LINC01007"
"3579","MYL10"
"3580","CUX1"
"3581","MIR4285"
"3582","SH2B2"
"3583","ORAI2"
"3584","RASA4B"
"3585","MIR4467"
"3586","POLR2J"
"3587","LOC100630923"
"3588","SPDYE2"
"3589","UPK3BL"
"3590","POLR2J3"
"3591","FAM185A"
"3592","SPDYE2B"
"3593","MIR5090"
"3594","PRKRIP1"
"3595","RASA4"
"3596","POLR2J2"
"3597","SPDYE6"
"3598","LRWD1"
"3599","MIR548O"
"3600","ALKBH4"
"3601","LOC100289561"
"3602","GPER1"
"3603","ZFAND2A"
"3604","PRKAR1B"
"3605","MICALL2"
"3606","PSMG3-AS1"
"3607","UNCX"
"3608","TFAMP1"
"3609","GPR146"
"3610","LOC101926963"
"3611","COX19"
"3612","CYP2W1"
"3613","LOC101927000"
"3614","DNAAF5"
"3615","INTS1"
"3616","MIR339"
"3617","HRAT92"
"3618","ELFN1"
"3619","GET4"
"3620","ADAP1"
"3621","MAFK"
"3622","LOC101927021"
"3623","TMEM184A"
"3624","C7orf50"
"3625","SUN1"
"3626","PSMG3"
"3627","MIR4655"
"3628","ELFN1-AS1"
"3629","MAD1L1"
"3630","GRIFIN"
"3631","LOC101927181"
"3632","IQCE"
"3633","MIR4648"
"3634","BRAT1"
"3635","LFNG"
"3636","MIR6836"
"3637","EIF3B"
"3638","MRM2"
"3639","SNX8"
"3640","NUDT1"
"3641","CHST12"
"3642","GNA12"
"3643","AMZ1"
"3644","TTYH3"
"3645","CARD11"
"3646","LOC100129603"
"3647","SDK1"
"3648","MIR4656"
"3649","FOXK1"
"3650","AP5Z1"
"3651","RADIL"
"3652","MMD2"
"3653","RBAKDN"
"3654","RBAK-RBAKDN"
"3655","RBAK"
"3656","ZNF890P"
"3657","RNF216P1"
"3658","PAPOLB"
"3659","WIPI2"
"3660","SLC29A4"
"3661","ACTB"
"3662","FBXL18"
"3663","MIR589"
"3664","FSCN1"
"3665","LOC221946"
"3666","TNRC18"
"3667","RNF216"
"3668","RNF216-IT1"
"3669","MIR6874"
"3670","RSPH10B"
"3671","ANKRD61"
"3672","AIMP2"
"3673","ZNF815P"
"3674","EIF2AK1"
"3675","OCM"
"3676","PMS2"
"3677","CCZ1"
"3678","RSPH10B2"
"3679","CYTH3"
"3680","USP42"
"3681","FAM220A"
"3682","PHF14"
"3683","NDUFA4"
"3684","THSD7A"
"3685","TMEM106B"
"3686","LOC102725191"
"3687","VWDE"
"3688","SCIN"
"3689","ARL4A"
"3690","ETV1"
"3691","DGKB"
"3692","AGMO"
"3693","ISPD"
"3694","SOSTDC1"
"3695","LRRC72"
"3696","BZW2"
"3697","ANKMY2"
"3698","TSPAN13"
"3699","AGR2"
"3700","AGR3"
"3701","KCCAT333"
"3702","AHR"
"3703","LOC101927630"
"3704","SNX13"
"3705","HDAC9"
"3706","PRPS1L1"
"3707","MIR1302-6"
"3708","LOC101927668"
"3709","MACC1-AS1"
"3710","MACC1"
"3711","LOC100506098"
"3712","LOC101927769"
"3713","ITGB8"
"3714","LOC101927811"
"3715","ABCB5"
"3716","SP8"
"3717","MIR148A"
"3718","CBX3"
"3719","NFE2L3"
"3720","HNRNPA2B1"
"3721","SNX10"
"3722","LOC105375304"
"3723","LOC441204"
"3724","KIAA0087"
"3725","C7orf71"
"3726","SKAP2"
"3727","HOXA1"
"3728","HOXA7"
"3729","HOTTIP"
"3730","HOXA10-HOXA9"
"3731","HOXA5"
"3732","HOXA-AS2"
"3733","HOXA9"
"3734","HOXA6"
"3735","HOXA11-AS"
"3736","HOXA3"
"3737","HOXA2"
"3738","EVX1"
"3739","HOXA-AS3"
"3740","EVX1-AS"
"3741","HOXA4"
"3742","HOXA10-AS"
"3743","HOXA13"
"3744","HOTAIRM1"
"3745","HOXA11"
"3746","MIR196B"
"3747","HOXA10"
"3748","HIBADH"
"3749","TSL"
"3750","TAX1BP1"
"3751","JAZF1"
"3752","JAZF1-AS1"
"3753","CREB5"
"3754","LOC100506497"
"3755","CPVL"
"3756","CHN2"
"3757","LOC102724484"
"3758","LOC101928168"
"3759","PRR15"
"3760","ZNRF2P2"
"3761","LOC646762"
"3762","MIR550A3"
"3763","DPY19L2P3"
"3764","WIPF3"
"3765","SCRN1"
"3766","FKBP14"
"3767","PLEKHA8"
"3768","MTURN"
"3769","LOC401320"
"3770","ZNRF2"
"3771","GGCT"
"3772","DKFZP586I1420"
"3773","GARS"
"3774","LOC105375218"
"3775","MIR550A1"
"3776","NOD1"
"3777","MIR550B1"
"3778","LINC01176"
"3779","INMT"
"3780","INMT-FAM188B"
"3781","CRHR2"
"3782","FAM188B"
"3783","GHRHR"
"3784","ADCYAP1R1"
"3785","AQP1"
"3786","PDE1C"
"3787","LSM5"
"3788","AVL9"
"3789","LOC100130673"
"3790","DPY19L1P1"
"3791","MIR550B2"
"3792","LINC00997"
"3793","KBTBD2"
"3794","ZNRF2P1"
"3795","MIR550A2"
"3796","FKBP9"
"3797","NT5C3A"
"3798","RP9"
"3799","DPY19L1P2"
"3800","RP9P"
"3801","TNS3"
"3802","LINC01447"
"3803","C7orf65"
"3804","LINC00525"
"3805","PKD1L1"
"3806","C7orf69"
"3807","HUS1"
"3808","C7orf57"
"3809","SUN3"
"3810","UPP1"
"3811","FIGNL1"
"3812","IKZF1"
"3813","DDC"
"3814","DDC-AS1"
"3815","GRB10"
"3816","COBL"
"3817","POM121L12"
"3818","LINC01446"
"3819","LINC01445"
"3820","HPVC1"
"3821","VSTM2A"
"3822","VSTM2A-OT1"
"3823","SEC61G"
"3824","LOC100996654"
"3825","EGFR"
"3826","EGFR-AS1"
"3827","ELDR"
"3828","LANCL2"
"3829","VOPP1"
"3830","FKBP9P1"
"3831","SEPT14"
"3832","ZNF713"
"3833","GBAS"
"3834","SUMF2"
"3835","SNORA15"
"3836","CCT6A"
"3837","MRPS17"
"3838","NUPR2"
"3839","PSPH"
"3840","PHKG1"
"3841","CHCHD2"
"3842","CA8"
"3843","LINC01301"
"3844","RAB2A"
"3845","CHD7"
"3846","LOC100130298"
"3847","CLVS1"
"3848","ASPH"
"3849","MIR4470"
"3850","NKAIN3"
"3851","UG0898H09"
"3852","GGH"
"3853","TTPA"
"3854","YTHDF3-AS1"
"3855","YTHDF3"
"3856","LOC102724612"
"3857","LINC01289"
"3858","LOC102724623"
"3859","PGM5"
"3860","TMEM252"
"3861","LINC01506"
"3862","TRPM6"
"3863","GNAQ"
"3864","TLE4"
"3865","LINC01507"
"3866","RASEF"
"3867","LOC101927575"
"3868","SLC28A3"
"3869","NTRK2"
"3870","AGTPBP1"
"3871","LOC389765"
"3872","NAA35"
"3873","GOLM1"
"3874","LOC101927623"
"3875","C9orf153"
"3876","ZCCHC6"
"3877","ISCA1"
"3878","GAS1"
"3879","LOC440173"
"3880","GAS1RR"
"3881","LINC01231"
"3882","KDM4C"
"3883","LOC101928322"
"3884","CELF2"
"3885","CELF2-AS1"
"3886","UPF2"
"3887","BEND7"
"3888","PRPF18"
"3889","FRMD4A"
"3890","LOC101928453"
"3891","MIR4293"
"3892","MIR1265"
"3893","FAM107B"
"3894","CDNF"
"3895","HSPA14"
"3896","SUV39H2"
"3897","DCLRE1C"
"3898","DCLRE1CP1"
"3899","MEIG1"
"3900","LOC105376430"
"3901","ACBD7-DCLRE1CP1"
"3902","OLAH"
"3903","PPIAP30"
"3904","RPP38"
"3905","C10orf111"
"3906","ACBD7"
"3907","NMT2"
"3908","FAM171A1"
"3909","ITGA8"
"3910","FAM188A"
"3911","PTER"
"3912","C1QL3"
"3913","RSU1"
"3914","ST8SIA6"
"3915","ST8SIA6-AS1"
"3916","HACD1"
"3917","STAM"
"3918","STAM-AS1"
"3919","ARL5B"
"3920","MIR1915"
"3921","MLLT10"
"3922","CASC10"
"3923","SKIDA1"
"3924","DNAJC1"
"3925","EBLN1"
"3926","LOC100130992"
"3927","BMI1"
"3928","COMMD3-BMI1"
"3929","COMMD3"
"3930","SPAG6"
"3931","PIP4K2A"
"3932","LOC100499489"
"3933","ARMC3"
"3934","MSRB2"
"3935","PTF1A"
"3936","C10orf67"
"3937","MIR1254-2"
"3938","OTUD1"
"3939","KIAA1217"
"3940","MIR603"
"3941","ARHGAP21"
"3942","PRTFDC1"
"3943","ENKUR"
"3944","THNSL1"
"3945","LINC01516"
"3946","GPR158-AS1"
"3947","GPR158"
"3948","LINC00836"
"3949","MYO3A"
"3950","LOC101929073"
"3951","LYZL1"
"3952","MIR604"
"3953","SVIL-AS1"
"3954","SVIL"
"3955","MIR938"
"3956","KIAA1462"
"3957","LOC101929279"
"3958","MTPAP"
"3959","GOLGA2P6"
"3960","MIR7162"
"3961","LOC101929431"
"3962","CCDC7"
"3963","SNORA86"
"3964","ITGB1"
"3965","NRP1"
"3966","PARD3"
"3967","ANKRD30A"
"3968","LINC00993"
"3969","MTRNR2L7"
"3970","ZNF248"
"3971","ZNF33BP1"
"3972","ZNF25"
"3973","ZNF33A"
"3974","ZNF37A"
"3975","LOC100129055"
"3976","HSD17B7P2"
"3977","SEPT7P9"
"3978","LOC441666"
"3979","LINC00839"
"3980","CCNYL2"
"3981","LOC105378269"
"3982","ZNF37BP"
"3983","BMS1"
"3984","LOC283028"
"3985","ZNF33B"
"3986","LINC01518"
"3987","LOC101929445"
"3988","MIR5100"
"3989","LINC01264"
"3990","RET"
"3991","FXYD4"
"3992","HNRNPF"
"3993","CSGALNACT2"
"3994","RASGEF1A"
"3995","ZNF487"
"3996","ZNF32-AS3"
"3997","ZNF32-AS1"
"3998","ZNF485"
"3999","ZNF32"
"4000","ZNF32-AS2"
"4001","ZNF239"
"4002","LOC102724264"
"4003","HNRNPA3P1"
"4004","LINC00619"
"4005","LINC00840"
"4006","LINC00841"
"4007","C10orf142"
"4008","CXCL12"
"4009","TMEM72-AS1"
"4010","TMEM72"
"4011","C10orf10"
"4012","C10orf25"
"4013","ZNF22"
"4014","RASSF4"
"4015","RSU1P2"
"4016","MIR3156-1"
"4017","ANKRD30BP3"
"4018","OR13A1"
"4019","ALOX5"
"4020","MARCH8"
"4021","LOC102724323"
"4022","PTPN20"
"4023","FRMPD2B"
"4024","WASHC2C"
"4025","FAM35BP"
"4026","ZFAND4"
"4027","BMS1P5"
"4028","AGAP4"
"4029","SYT15"
"4030","LOC102724593"
"4031","FAM25BP"
"4032","CH17-360D5.1"
"4033","GDF2"
"4034","NPY4R"
"4035","GDF10"
"4036","FAM35DP"
"4037","ZNF488"
"4038","GPRIN2"
"4039","RBP3"
"4040","LOC105378292"
"4041","FAM25G"
"4042","ANXA8L1"
"4043","AGAP9"
"4044","LINC00842"
"4045","BMS1P6"
"4046","LOC107001062"
"4047","ANTXRL"
"4048","CTSLP2"
"4049","ANTXRLP1"
"4050","ANXA8"
"4051","FAM25C"
"4052","HNRNPA1P33"
"4053","ARHGAP22"
"4054","WDFY4"
"4055","LRRC18"
"4056","MIR4294"
"4057","FAM170B"
"4058","VSTM4"
"4059","FAM170B-AS1"
"4060","C10orf128"
"4061","C10orf71-AS1"
"4062","DRGX"
"4063","C10orf71"
"4064","PGBD3"
"4065","CHAT"
"4066","ERCC6"
"4067","SLC18A3"
"4068","C10orf53"
"4069","OGDHL"
"4070","PARG"
"4071","FAM21EP"
"4072","AGAP6"
"4073","PARGP1"
"4074","ASAH2"
"4075","WASHC2A"
"4076","NCOA4"
"4077","MSMB"
"4078","AGAP7P"
"4079","TIMM23"
"4080","TIMM23B"
"4081","SGMS1"
"4082","SGMS1-AS1"
"4083","ASAH2B"
"4084","A1CF"
"4085","LOC102724719"
"4086","PRKG1"
"4087","MIR605"
"4088","CSTF2T"
"4089","PRKG1-AS1"
"4090","DKK1"
"4091","LINC01468"
"4092","MBL2"
"4093","PCDH15"
"4094","LOC105378311"
"4095","MIR548F1"
"4096","LINC00844"
"4097","FAM13C"
"4098","SLC16A9"
"4099","CCDC6"
"4100","ARID5B"
"4101","RTKN2"
"4102","LINC01515"
"4103","CTNNA3"
"4104","LRRTM3"
"4105","LOC101928961"
"4106","MIR7151"
"4107","DNAJC12"
"4108","SIRT1"
"4109","HERC4"
"4110","POU5F1P5"
"4111","DNA2"
"4112","PBLD"
"4113","HNRNPH3"
"4114","RUFY2"
"4115","MYPN"
"4116","ATOH7"
"4117","SNORD98"
"4118","CCAR1"
"4119","SLC25A16"
"4120","TET1"
"4121","MIR1254-1"
"4122","STOX1"
"4123","DDX50"
"4124","DDX21"
"4125","NEUROG3"
"4126","TSPAN15"
"4127","C10orf35"
"4128","COL13A1"
"4129","PPA1"
"4130","H2AFY2"
"4131","SAR1A"
"4132","TYSND1"
"4133","AIFM2"
"4134","LRRC20"
"4135","NPFFR1"
"4136","C10orf105"
"4137","CDH23"
"4138","MIR7152"
"4139","PRF1"
"4140","CHST3"
"4141","PCBD1"
"4142","LOC105378349"
"4143","CDH23-AS1"
"4144","ADAMTS14"
"4145","EIF4EBP2"
"4146","NODAL"
"4147","UNC5B"
"4148","PALD1"
"4149","UNC5B-AS1"
"4150","VSIR"
"4151","TBATA"
"4152","SGPL1"
"4153","PSAP"
"4154","SLC29A3"
"4155","SPOCK2"
"4156","ANAPC16"
"4157","ASCC1"
"4158","MICU1"
"4159","DNAJB12"
"4160","DDIT4"
"4161","MCU"
"4162","MIR4676"
"4163","OIT3"
"4164","PLA2G12B"
"4165","P4HA1"
"4166","NUDT13"
"4167","MSS51"
"4168","CFAP70"
"4169","ECD"
